compliance_id,client_id,compliance_type,due_date,completion_date,status,risk_score,regulatory_body,penalty_amount,remediation_required
COMP202522,CL118798,disclosure,06/03/2023,09/03/2023,Compliant,3.44,SEBI,0.0,No
COMP202523,CL104125,AML,11/11/2021,16/11/2021,Compliant,1.03,SEBI,0.0,No
COMP202524,CL107170,AML,30/08/2024,30/08/2024,Compliant,1.03,Income_Tax,0.0,No
COMP202525,CL108805,AML,23/09/2023,22/09/2023,Compliant,1.28,RBI,0.0,No
COMP202526,CL104382,disclosure,26/07/2022,24/07/2022,Compliant,2.96,RBI,0.0,No
COMP202527,CL101818,KYC,22/08/2021,25/08/2021,Compliant,3.55,SEBI,0.0,No
COMP202528,CL115485,KYC,22/12/2022,27/01/2023,Non_compliant,8.78,RBI,47281.37,Yes
COMP202529,CL105289,tax_reporting,26/01/2022,27/01/2022,Compliant,1.51,RBI,0.0,No
COMP202530,CL102215,AML,10/05/2022,07/05/2022,Compliant,2.06,Income_Tax,0.0,No
COMP202531,CL116183,tax_reporting,15/12/2022,18/12/2022,Compliant,1.21,FIU,0.0,No
COMP202532,CL116800,AML,09/04/2021,,Pending,6.45,RBI,0.0,Yes
COMP202533,CL108664,AML,18/06/2025,16/06/2025,Compliant,3.22,SEBI,0.0,No
COMP202534,CL118337,disclosure,15/01/2021,14/01/2021,Compliant,1.72,Income_Tax,0.0,No
COMP202535,CL115953,KYC,23/10/2023,08/12/2023,Non_compliant,8.5,Income_Tax,49689.85,Yes
COMP202536,CL104665,AML,23/06/2021,19/06/2021,Compliant,2.58,FIU,0.0,No
COMP202537,CL100483,tax_reporting,07/02/2022,02/02/2022,Compliant,3.56,FIU,0.0,No
COMP202538,CL113400,disclosure,30/09/2021,23/11/2021,Non_compliant,7.87,Income_Tax,26695.93,Yes
COMP202539,CL106323,disclosure,30/04/2023,03/05/2023,Compliant,2.24,Income_Tax,0.0,No
COMP202540,CL118755,KYC,07/04/2021,10/04/2021,Compliant,1.0,SEBI,0.0,No
COMP202541,CL113156,AML,17/06/2021,04/07/2021,Non_compliant,8.76,Income_Tax,43340.48,Yes
COMP202542,CL109458,disclosure,10/02/2024,12/02/2024,Compliant,3.18,RBI,0.0,No
COMP202543,CL117386,disclosure,21/01/2021,21/01/2021,Compliant,3.6,RBI,0.0,No
COMP202544,CL113037,AML,11/04/2023,16/04/2023,Compliant,3.22,SEBI,0.0,No
COMP202545,CL111258,tax_reporting,01/07/2023,02/07/2023,Compliant,3.35,Income_Tax,0.0,No
COMP202546,CL110895,tax_reporting,12/01/2021,19/02/2021,Non_compliant,6.22,RBI,5417.12,Yes
COMP202547,CL111224,AML,23/06/2022,22/08/2022,Non_compliant,7.9,Income_Tax,15845.09,Yes
COMP202548,CL105201,disclosure,27/11/2024,22/11/2024,Compliant,3.79,FIU,0.0,No
COMP202549,CL101778,AML,13/10/2022,11/10/2022,Compliant,2.34,SEBI,0.0,No
COMP202550,CL110077,disclosure,16/01/2023,11/01/2023,Compliant,1.37,SEBI,0.0,No
COMP202551,CL112946,AML,08/09/2023,12/09/2023,Compliant,3.85,Income_Tax,0.0,No
COMP202552,CL119679,KYC,09/04/2024,,Pending,4.32,FIU,0.0,Yes
COMP202553,CL117366,AML,19/08/2023,16/08/2023,Compliant,2.12,Income_Tax,0.0,No
COMP202554,CL105614,disclosure,13/01/2022,17/01/2022,Compliant,1.08,FIU,0.0,No
COMP202555,CL116402,AML,19/11/2021,24/11/2021,Compliant,3.3,FIU,0.0,No
COMP202556,CL114587,KYC,05/09/2021,29/10/2021,Non_compliant,8.16,FIU,29944.27,Yes
COMP202557,CL118337,KYC,31/10/2024,02/11/2024,Compliant,1.08,RBI,0.0,No
COMP202558,CL105527,tax_reporting,06/02/2021,10/02/2021,Compliant,2.4,Income_Tax,0.0,No
COMP202559,CL114578,disclosure,01/07/2022,05/07/2022,Compliant,2.17,Income_Tax,0.0,No
COMP202560,CL101058,tax_reporting,30/06/2023,,Pending,6.62,FIU,0.0,Yes
COMP202561,CL106642,KYC,04/08/2022,04/08/2022,Compliant,3.46,RBI,0.0,No
COMP202562,CL107601,AML,20/09/2021,16/09/2021,Compliant,1.69,FIU,0.0,No
COMP202563,CL101837,AML,16/11/2023,15/11/2023,Compliant,1.59,RBI,0.0,No
COMP202564,CL112783,AML,10/09/2021,11/09/2021,Compliant,3.04,RBI,0.0,No
COMP202565,CL106834,AML,08/03/2025,06/03/2025,Compliant,2.82,Income_Tax,0.0,No
COMP202566,CL104843,AML,07/10/2024,03/10/2024,Compliant,1.56,RBI,0.0,No
COMP202567,CL103442,tax_reporting,07/02/2023,12/02/2023,Compliant,3.07,Income_Tax,0.0,No
COMP202568,CL112822,AML,05/03/2025,10/03/2025,Compliant,3.36,RBI,0.0,No
COMP202569,CL118477,tax_reporting,21/03/2023,22/03/2023,Compliant,3.7,Income_Tax,0.0,No
COMP202570,CL103323,tax_reporting,24/09/2023,24/09/2023,Compliant,3.54,RBI,0.0,No
COMP202571,CL119803,tax_reporting,12/08/2023,11/08/2023,Compliant,1.09,FIU,0.0,No
COMP202572,CL102493,disclosure,10/05/2021,08/05/2021,Compliant,3.94,FIU,0.0,No
COMP202573,CL102543,KYC,31/03/2021,04/04/2021,Compliant,2.23,RBI,0.0,No
COMP202574,CL115775,AML,07/04/2024,09/04/2024,Compliant,3.62,SEBI,0.0,No
COMP202575,CL102241,tax_reporting,29/09/2023,01/10/2023,Compliant,2.8,RBI,0.0,No
COMP202576,CL114260,tax_reporting,14/08/2022,09/08/2022,Compliant,3.79,Income_Tax,0.0,No
COMP202577,CL100723,KYC,02/06/2022,03/06/2022,Compliant,3.05,RBI,0.0,No
COMP202578,CL103360,KYC,25/05/2022,22/05/2022,Compliant,2.46,SEBI,0.0,No
COMP202579,CL104470,disclosure,16/01/2022,13/01/2022,Compliant,1.38,SEBI,0.0,No
COMP202580,CL100056,AML,24/06/2024,22/06/2024,Compliant,2.08,FIU,0.0,No
COMP202581,CL116397,tax_reporting,19/02/2025,,Pending,5.91,Income_Tax,0.0,Yes
COMP202582,CL109148,AML,09/06/2022,09/06/2022,Compliant,2.81,SEBI,0.0,No
COMP202583,CL107442,KYC,02/11/2021,30/10/2021,Compliant,1.38,FIU,0.0,No
COMP202584,CL104278,KYC,14/09/2021,10/09/2021,Compliant,1.93,FIU,0.0,No
COMP202585,CL109745,AML,03/11/2021,02/11/2021,Compliant,1.48,FIU,0.0,No
COMP202586,CL102466,AML,28/09/2024,28/09/2024,Compliant,3.8,RBI,0.0,No
COMP202587,CL108902,disclosure,16/12/2023,17/12/2023,Compliant,3.41,Income_Tax,0.0,No
COMP202588,CL108546,disclosure,09/03/2021,04/03/2021,Compliant,3.76,Income_Tax,0.0,No
COMP202589,CL100432,KYC,17/06/2025,22/06/2025,Compliant,2.99,FIU,0.0,No
COMP202590,CL103855,disclosure,23/05/2023,18/05/2023,Compliant,2.21,FIU,0.0,No
COMP202591,CL108481,AML,20/05/2025,25/05/2025,Compliant,1.22,RBI,0.0,No
COMP202592,CL104826,KYC,22/07/2022,18/07/2022,Compliant,2.62,FIU,0.0,No
COMP202593,CL100554,KYC,31/03/2025,04/04/2025,Compliant,2.46,FIU,0.0,No
COMP202594,CL108673,tax_reporting,16/02/2021,11/02/2021,Compliant,2.43,Income_Tax,0.0,No
COMP202595,CL110549,AML,03/12/2024,04/12/2024,Compliant,3.14,FIU,0.0,No
COMP202596,CL118229,AML,31/07/2021,26/07/2021,Compliant,3.66,Income_Tax,0.0,No
COMP202597,CL110029,tax_reporting,30/01/2023,03/02/2023,Compliant,1.14,RBI,0.0,No
COMP202598,CL103313,KYC,17/04/2023,12/04/2023,Compliant,2.97,SEBI,0.0,No
COMP202599,CL103487,tax_reporting,16/12/2021,17/12/2021,Compliant,1.48,SEBI,0.0,No
COMP202600,CL113269,disclosure,11/02/2024,08/02/2024,Compliant,1.64,SEBI,0.0,No
COMP202601,CL101817,KYC,26/11/2023,27/11/2023,Compliant,3.34,FIU,0.0,No
COMP202602,CL107016,disclosure,16/06/2023,28/07/2023,Non_compliant,9.47,Income_Tax,16543.3,Yes
COMP202603,CL116042,disclosure,14/12/2024,16/12/2024,Compliant,3.88,FIU,0.0,No
COMP202604,CL117611,KYC,27/06/2025,29/06/2025,Compliant,2.88,Income_Tax,0.0,No
COMP202605,CL104200,AML,01/12/2021,04/12/2021,Compliant,3.6,RBI,0.0,No
COMP202606,CL100516,KYC,29/03/2025,26/03/2025,Compliant,2.94,Income_Tax,0.0,No
COMP202607,CL100364,KYC,27/01/2023,22/01/2023,Compliant,2.24,SEBI,0.0,No
COMP202608,CL100750,disclosure,15/04/2021,18/04/2021,Compliant,2.4,Income_Tax,0.0,No
COMP202609,CL110318,disclosure,12/02/2021,10/02/2021,Compliant,1.37,Income_Tax,0.0,No
COMP202610,CL106971,disclosure,16/02/2025,13/02/2025,Compliant,1.32,RBI,0.0,No
COMP202611,CL118093,AML,20/09/2024,25/09/2024,Compliant,2.71,FIU,0.0,No
COMP202612,CL104346,KYC,15/09/2021,,Pending,5.08,Income_Tax,0.0,Yes
COMP202613,CL113055,KYC,23/03/2021,12/04/2021,Non_compliant,6.82,SEBI,18089.11,Yes
COMP202614,CL113089,AML,03/06/2022,07/06/2022,Compliant,1.66,RBI,0.0,No
COMP202615,CL110813,disclosure,24/07/2024,29/07/2024,Compliant,1.4,Income_Tax,0.0,No
COMP202616,CL117504,disclosure,20/06/2023,21/06/2023,Compliant,1.57,RBI,0.0,No
COMP202617,CL109530,KYC,27/06/2021,01/07/2021,Compliant,1.97,FIU,0.0,No
COMP202618,CL118631,AML,20/05/2023,23/05/2023,Compliant,2.64,Income_Tax,0.0,No
COMP202619,CL118928,tax_reporting,18/02/2023,14/02/2023,Compliant,2.83,RBI,0.0,No
COMP202620,CL117805,tax_reporting,04/07/2021,05/07/2021,Compliant,3.04,SEBI,0.0,No
COMP202621,CL106100,disclosure,28/02/2023,03/03/2023,Compliant,1.15,RBI,0.0,No
COMP202622,CL111254,AML,19/01/2022,17/01/2022,Compliant,1.62,Income_Tax,0.0,No
COMP202623,CL119655,disclosure,24/11/2021,,Pending,6.2,Income_Tax,0.0,Yes
COMP202624,CL118121,tax_reporting,22/06/2025,21/06/2025,Compliant,1.93,Income_Tax,0.0,No
COMP202625,CL102452,tax_reporting,30/04/2023,28/04/2023,Compliant,1.03,RBI,0.0,No
COMP202626,CL112583,AML,29/09/2024,24/09/2024,Compliant,3.57,RBI,0.0,No
COMP202627,CL104965,AML,29/06/2022,03/07/2022,Compliant,2.24,SEBI,0.0,No
COMP202628,CL103373,KYC,22/07/2022,17/07/2022,Compliant,2.45,RBI,0.0,No
COMP202629,CL102810,KYC,19/05/2022,15/05/2022,Compliant,1.21,SEBI,0.0,No
COMP202630,CL106791,tax_reporting,11/12/2024,16/12/2024,Compliant,1.15,RBI,0.0,No
COMP202631,CL106591,AML,13/09/2021,11/09/2021,Compliant,2.09,RBI,0.0,No
COMP202632,CL103567,KYC,21/05/2025,23/05/2025,Compliant,2.93,SEBI,0.0,No
COMP202633,CL114793,tax_reporting,31/05/2021,30/05/2021,Compliant,1.9,SEBI,0.0,No
COMP202634,CL108865,KYC,01/05/2025,28/04/2025,Compliant,2.28,Income_Tax,0.0,No
COMP202635,CL116517,tax_reporting,15/01/2024,15/01/2024,Compliant,1.71,Income_Tax,0.0,No
COMP202636,CL116700,KYC,12/04/2024,11/04/2024,Compliant,1.52,RBI,0.0,No
COMP202637,CL108366,disclosure,08/06/2021,06/06/2021,Compliant,3.34,Income_Tax,0.0,No
COMP202638,CL111055,tax_reporting,23/12/2021,22/12/2021,Compliant,3.38,SEBI,0.0,No
COMP202639,CL105745,disclosure,11/03/2024,09/03/2024,Compliant,2.21,FIU,0.0,No
COMP202640,CL110723,disclosure,31/07/2023,01/08/2023,Compliant,2.54,SEBI,0.0,No
COMP202641,CL100590,KYC,16/02/2025,,Pending,6.67,Income_Tax,0.0,Yes
COMP202642,CL117348,tax_reporting,20/09/2023,,Pending,4.56,FIU,0.0,Yes
COMP202643,CL111103,tax_reporting,06/09/2021,02/09/2021,Compliant,3.75,RBI,0.0,No
COMP202644,CL105955,disclosure,06/03/2023,02/03/2023,Compliant,2.53,RBI,0.0,No
COMP202645,CL101264,disclosure,15/02/2024,10/02/2024,Compliant,1.83,SEBI,0.0,No
COMP202646,CL103624,tax_reporting,21/06/2022,16/06/2022,Compliant,1.76,Income_Tax,0.0,No
COMP202647,CL102607,AML,06/10/2021,14/11/2021,Non_compliant,9.38,Income_Tax,2810.45,Yes
COMP202648,CL116694,AML,05/09/2023,10/09/2023,Compliant,1.12,Income_Tax,0.0,No
COMP202649,CL101685,KYC,18/04/2023,17/04/2023,Compliant,3.5,SEBI,0.0,No
COMP202650,CL112374,disclosure,26/07/2022,06/09/2022,Non_compliant,9.78,FIU,48051.73,Yes
COMP202651,CL104636,disclosure,11/10/2024,16/10/2024,Compliant,2.58,Income_Tax,0.0,No
COMP202652,CL101126,disclosure,05/04/2021,01/04/2021,Compliant,2.26,RBI,0.0,No
COMP202653,CL110658,tax_reporting,22/06/2024,26/06/2024,Compliant,2.86,FIU,0.0,No
COMP202654,CL116370,KYC,10/06/2024,25/06/2024,Non_compliant,7.13,FIU,31829.98,Yes
COMP202655,CL114615,KYC,14/08/2024,19/08/2024,Compliant,2.31,FIU,0.0,No
COMP202656,CL112000,disclosure,28/02/2025,27/02/2025,Compliant,3.73,SEBI,0.0,No
COMP202657,CL110425,AML,30/06/2024,,Pending,5.72,FIU,0.0,Yes
COMP202658,CL108844,tax_reporting,30/03/2025,03/04/2025,Compliant,3.12,Income_Tax,0.0,No
COMP202659,CL102340,tax_reporting,22/10/2022,23/10/2022,Compliant,2.3,FIU,0.0,No
COMP202660,CL119802,disclosure,02/05/2025,29/05/2025,Non_compliant,7.62,SEBI,10054.78,Yes
COMP202661,CL116135,tax_reporting,15/09/2024,12/09/2024,Compliant,3.74,SEBI,0.0,No
COMP202662,CL109461,tax_reporting,16/04/2021,16/04/2021,Compliant,2.79,Income_Tax,0.0,No
COMP202663,CL111311,tax_reporting,12/08/2024,11/08/2024,Compliant,3.25,FIU,0.0,No
COMP202664,CL100718,disclosure,23/10/2022,25/10/2022,Compliant,3.29,FIU,0.0,No
COMP202665,CL111334,AML,04/01/2021,04/01/2021,Compliant,1.79,Income_Tax,0.0,No
COMP202666,CL103945,disclosure,09/04/2024,,Pending,4.88,Income_Tax,0.0,Yes
COMP202667,CL100181,disclosure,30/10/2024,04/11/2024,Compliant,1.61,Income_Tax,0.0,No
COMP202668,CL112859,tax_reporting,09/07/2023,01/09/2023,Non_compliant,9.9,SEBI,4549.81,Yes
COMP202669,CL108504,AML,14/05/2023,10/05/2023,Compliant,3.7,Income_Tax,0.0,No
COMP202670,CL116125,AML,06/01/2024,08/01/2024,Compliant,1.04,FIU,0.0,No
COMP202671,CL115390,KYC,10/06/2022,14/06/2022,Compliant,2.65,RBI,0.0,No
COMP202672,CL116278,KYC,15/08/2021,,Pending,6.7,SEBI,0.0,Yes
COMP202673,CL108793,tax_reporting,13/06/2023,13/06/2023,Compliant,2.95,Income_Tax,0.0,No
COMP202674,CL112525,AML,05/11/2021,04/11/2021,Compliant,2.08,RBI,0.0,No
COMP202675,CL110077,tax_reporting,23/06/2023,,Pending,4.19,RBI,0.0,Yes
COMP202676,CL100231,tax_reporting,30/07/2024,30/07/2024,Compliant,1.38,RBI,0.0,No
COMP202677,CL105388,tax_reporting,08/07/2021,13/07/2021,Compliant,2.69,FIU,0.0,No
COMP202678,CL110697,disclosure,14/02/2025,17/02/2025,Compliant,1.32,Income_Tax,0.0,No
COMP202679,CL102894,KYC,14/01/2022,11/03/2022,Non_compliant,7.75,Income_Tax,2330.43,Yes
COMP202680,CL106993,tax_reporting,28/05/2025,,Pending,5.68,SEBI,0.0,Yes
COMP202681,CL109533,disclosure,25/07/2024,28/07/2024,Compliant,2.67,SEBI,0.0,No
COMP202682,CL116322,KYC,23/04/2021,28/04/2021,Compliant,3.33,FIU,0.0,No
COMP202683,CL105413,tax_reporting,17/03/2021,22/03/2021,Compliant,3.63,RBI,0.0,No
COMP202684,CL113148,KYC,04/05/2022,04/05/2022,Compliant,2.56,RBI,0.0,No
COMP202685,CL103906,tax_reporting,24/10/2022,24/10/2022,Compliant,1.85,RBI,0.0,No
COMP202686,CL100515,tax_reporting,28/12/2021,,Pending,5.29,Income_Tax,0.0,Yes
COMP202687,CL101332,tax_reporting,26/05/2022,28/05/2022,Compliant,3.39,Income_Tax,0.0,No
COMP202688,CL101704,tax_reporting,25/05/2024,22/05/2024,Compliant,3.95,Income_Tax,0.0,No
COMP202689,CL107334,disclosure,04/12/2021,29/11/2021,Compliant,2.94,Income_Tax,0.0,No
COMP202690,CL103091,AML,19/11/2023,18/11/2023,Compliant,3.44,Income_Tax,0.0,No
COMP202691,CL103287,tax_reporting,22/02/2021,,Pending,6.46,Income_Tax,0.0,Yes
COMP202692,CL103671,disclosure,08/01/2023,08/01/2023,Compliant,2.01,Income_Tax,0.0,No
COMP202693,CL114789,disclosure,21/08/2022,16/09/2022,Non_compliant,6.32,Income_Tax,25007.5,Yes
COMP202694,CL101059,AML,29/12/2024,31/12/2024,Compliant,3.71,FIU,0.0,No
COMP202695,CL101140,AML,24/05/2022,26/05/2022,Compliant,1.02,SEBI,0.0,No
COMP202696,CL111855,KYC,28/01/2025,29/01/2025,Compliant,1.13,SEBI,0.0,No
COMP202697,CL104662,KYC,30/07/2022,28/07/2022,Compliant,3.0,Income_Tax,0.0,No
COMP202698,CL102940,tax_reporting,10/03/2023,09/03/2023,Compliant,3.11,RBI,0.0,No
COMP202699,CL106953,tax_reporting,18/06/2021,20/06/2021,Compliant,3.93,FIU,0.0,No
COMP202700,CL111417,AML,03/05/2021,03/05/2021,Compliant,1.59,FIU,0.0,No
COMP202701,CL114051,KYC,29/07/2022,25/07/2022,Compliant,2.28,Income_Tax,0.0,No
COMP202702,CL107811,tax_reporting,31/05/2022,31/05/2022,Compliant,1.67,RBI,0.0,No
COMP202703,CL118897,disclosure,09/05/2022,,Pending,6.14,Income_Tax,0.0,Yes
COMP202704,CL114530,disclosure,26/05/2025,23/05/2025,Compliant,2.65,FIU,0.0,No
COMP202705,CL104430,AML,10/09/2022,08/09/2022,Compliant,2.97,Income_Tax,0.0,No
COMP202706,CL109706,tax_reporting,30/05/2022,25/05/2022,Compliant,1.57,FIU,0.0,No
COMP202707,CL106125,KYC,18/04/2025,23/04/2025,Compliant,3.86,FIU,0.0,No
COMP202708,CL108081,disclosure,04/01/2025,31/12/2024,Compliant,1.49,Income_Tax,0.0,No
COMP202709,CL106443,AML,26/03/2022,29/03/2022,Compliant,1.65,FIU,0.0,No
COMP202710,CL117241,tax_reporting,12/07/2024,,Pending,6.8,SEBI,0.0,Yes
COMP202711,CL111567,disclosure,03/09/2022,01/09/2022,Compliant,2.16,FIU,0.0,No
COMP202712,CL116066,KYC,22/12/2022,21/12/2022,Compliant,1.75,RBI,0.0,No
COMP202713,CL106324,tax_reporting,05/02/2022,05/02/2022,Compliant,1.7,RBI,0.0,No
COMP202714,CL112020,AML,18/06/2025,17/06/2025,Compliant,1.54,RBI,0.0,No
COMP202715,CL113288,disclosure,28/11/2022,,Pending,5.06,FIU,0.0,Yes
COMP202716,CL115811,tax_reporting,07/05/2023,13/06/2023,Non_compliant,9.36,RBI,16044.77,Yes
COMP202717,CL102604,AML,16/02/2022,11/02/2022,Compliant,2.91,Income_Tax,0.0,No
COMP202718,CL116520,disclosure,09/02/2022,13/02/2022,Compliant,1.76,FIU,0.0,No
COMP202719,CL100493,tax_reporting,22/09/2022,25/09/2022,Compliant,1.6,SEBI,0.0,No
COMP202720,CL111676,KYC,07/07/2025,08/07/2025,Compliant,1.77,FIU,0.0,No
COMP202721,CL115669,disclosure,23/01/2024,,Pending,5.15,FIU,0.0,Yes
COMP202722,CL118926,KYC,20/10/2024,15/10/2024,Compliant,1.97,RBI,0.0,No
COMP202723,CL105471,disclosure,14/05/2021,11/05/2021,Compliant,3.19,FIU,0.0,No
COMP202724,CL112474,disclosure,10/11/2021,09/11/2021,Compliant,3.4,SEBI,0.0,No
COMP202725,CL118236,tax_reporting,22/10/2023,25/10/2023,Compliant,1.59,RBI,0.0,No
COMP202726,CL111482,disclosure,02/06/2023,29/05/2023,Compliant,1.99,FIU,0.0,No
COMP202727,CL108309,KYC,16/06/2021,12/06/2021,Compliant,2.57,RBI,0.0,No
COMP202728,CL111590,disclosure,02/08/2021,,Pending,6.44,FIU,0.0,Yes
COMP202729,CL107511,AML,13/11/2024,09/11/2024,Compliant,2.12,Income_Tax,0.0,No
COMP202730,CL119501,tax_reporting,04/01/2024,03/01/2024,Compliant,3.03,FIU,0.0,No
COMP202731,CL113705,disclosure,11/10/2022,,Pending,5.84,RBI,0.0,Yes
COMP202732,CL111073,KYC,12/10/2024,07/10/2024,Compliant,3.0,SEBI,0.0,No
COMP202733,CL118679,disclosure,02/10/2022,12/11/2022,Non_compliant,8.71,RBI,18697.34,Yes
COMP202734,CL102094,KYC,06/08/2022,07/08/2022,Compliant,2.28,FIU,0.0,No
COMP202735,CL116777,tax_reporting,24/04/2025,28/04/2025,Compliant,2.5,FIU,0.0,No
COMP202736,CL117121,tax_reporting,02/05/2022,06/05/2022,Compliant,1.01,SEBI,0.0,No
COMP202737,CL102806,disclosure,05/05/2025,,Pending,4.13,RBI,0.0,Yes
COMP202738,CL105669,disclosure,14/03/2023,19/03/2023,Compliant,2.31,RBI,0.0,No
COMP202739,CL116956,AML,17/06/2025,19/06/2025,Compliant,3.48,SEBI,0.0,No
COMP202740,CL108363,disclosure,12/01/2022,16/01/2022,Compliant,2.38,SEBI,0.0,No
COMP202741,CL100974,tax_reporting,19/10/2023,16/10/2023,Compliant,2.93,SEBI,0.0,No
COMP202742,CL104034,AML,04/11/2022,06/11/2022,Compliant,3.26,FIU,0.0,No
COMP202743,CL110454,AML,10/06/2023,06/06/2023,Compliant,1.94,FIU,0.0,No
COMP202744,CL112466,disclosure,18/08/2023,16/08/2023,Compliant,1.2,SEBI,0.0,No
COMP202745,CL105732,tax_reporting,25/08/2021,24/08/2021,Compliant,3.1,SEBI,0.0,No
COMP202746,CL105473,tax_reporting,01/04/2021,31/03/2021,Compliant,1.79,RBI,0.0,No
COMP202747,CL107145,tax_reporting,15/09/2023,10/09/2023,Compliant,1.79,SEBI,0.0,No
COMP202748,CL103352,disclosure,25/03/2024,,Pending,6.78,FIU,0.0,Yes
COMP202749,CL117106,tax_reporting,16/03/2021,20/03/2021,Compliant,3.28,SEBI,0.0,No
COMP202750,CL101929,disclosure,21/02/2022,26/02/2022,Compliant,1.96,SEBI,0.0,No
COMP202751,CL109824,tax_reporting,18/08/2024,14/08/2024,Compliant,3.59,Income_Tax,0.0,No
COMP202752,CL116464,disclosure,04/07/2022,02/07/2022,Compliant,2.18,FIU,0.0,No
COMP202753,CL105848,KYC,02/10/2021,,Pending,4.59,Income_Tax,0.0,Yes
COMP202754,CL115537,disclosure,31/10/2024,,Pending,6.35,Income_Tax,0.0,Yes
COMP202755,CL105647,disclosure,24/02/2024,13/03/2024,Non_compliant,6.45,Income_Tax,20686.3,Yes
COMP202756,CL113277,tax_reporting,27/11/2021,01/12/2021,Compliant,2.07,Income_Tax,0.0,No
COMP202757,CL115511,tax_reporting,03/05/2025,05/05/2025,Compliant,2.96,RBI,0.0,No
COMP202758,CL107669,disclosure,08/05/2023,,Pending,5.83,SEBI,0.0,Yes
COMP202759,CL104858,KYC,12/01/2023,16/01/2023,Compliant,1.91,RBI,0.0,No
COMP202760,CL101370,AML,28/12/2023,01/01/2024,Compliant,2.79,RBI,0.0,No
COMP202761,CL100603,disclosure,28/02/2021,05/03/2021,Compliant,1.29,SEBI,0.0,No
COMP202762,CL116955,disclosure,02/05/2022,29/04/2022,Compliant,3.28,FIU,0.0,No
COMP202763,CL108600,disclosure,18/10/2023,21/10/2023,Compliant,1.66,Income_Tax,0.0,No
COMP202764,CL112031,AML,10/06/2025,05/06/2025,Compliant,1.96,FIU,0.0,No
COMP202765,CL113110,tax_reporting,22/05/2025,21/05/2025,Compliant,1.37,FIU,0.0,No
COMP202766,CL109096,AML,06/08/2024,03/08/2024,Compliant,1.13,FIU,0.0,No
COMP202767,CL111491,AML,26/05/2022,26/05/2022,Compliant,2.57,FIU,0.0,No
COMP202768,CL103765,KYC,03/04/2021,04/04/2021,Compliant,2.73,FIU,0.0,No
COMP202769,CL110189,disclosure,21/08/2022,24/08/2022,Compliant,2.89,Income_Tax,0.0,No
COMP202770,CL112259,tax_reporting,23/05/2021,22/05/2021,Compliant,1.36,FIU,0.0,No
COMP202771,CL116281,tax_reporting,19/02/2025,16/02/2025,Compliant,1.65,SEBI,0.0,No
COMP202772,CL114592,disclosure,27/02/2022,,Pending,4.54,RBI,0.0,Yes
COMP202773,CL107595,tax_reporting,30/12/2024,25/12/2024,Compliant,1.04,FIU,0.0,No
COMP202774,CL119460,KYC,08/10/2021,06/10/2021,Compliant,1.97,SEBI,0.0,No
COMP202775,CL104473,disclosure,22/01/2021,22/01/2021,Compliant,2.06,RBI,0.0,No
COMP202776,CL107458,tax_reporting,07/06/2021,,Pending,5.43,SEBI,0.0,Yes
COMP202777,CL100407,tax_reporting,11/11/2021,06/11/2021,Compliant,2.46,FIU,0.0,No
COMP202778,CL101902,tax_reporting,07/12/2024,08/12/2024,Compliant,3.1,SEBI,0.0,No
COMP202779,CL103304,AML,01/08/2023,15/09/2023,Non_compliant,9.87,FIU,42326.18,Yes
COMP202780,CL114829,AML,07/01/2022,07/01/2022,Compliant,2.71,FIU,0.0,No
COMP202781,CL118571,KYC,21/06/2024,,Pending,5.55,FIU,0.0,Yes
COMP202782,CL100527,tax_reporting,19/06/2025,14/06/2025,Compliant,1.9,Income_Tax,0.0,No
COMP202783,CL103485,KYC,18/12/2022,13/12/2022,Compliant,1.79,RBI,0.0,No
COMP202784,CL108704,disclosure,30/04/2021,25/04/2021,Compliant,1.97,RBI,0.0,No
COMP202785,CL116041,AML,06/08/2024,05/08/2024,Compliant,3.73,Income_Tax,0.0,No
COMP202786,CL101434,AML,24/10/2021,19/10/2021,Compliant,1.04,RBI,0.0,No
COMP202787,CL117009,KYC,18/09/2024,20/09/2024,Compliant,1.55,SEBI,0.0,No
COMP202788,CL113250,AML,12/04/2022,26/04/2022,Non_compliant,9.34,Income_Tax,47935.83,Yes
COMP202789,CL100223,disclosure,26/01/2024,27/01/2024,Compliant,2.06,Income_Tax,0.0,No
COMP202790,CL103459,KYC,15/10/2024,16/10/2024,Compliant,3.66,Income_Tax,0.0,No
COMP202791,CL109881,disclosure,13/05/2022,14/05/2022,Compliant,1.21,RBI,0.0,No
COMP202792,CL117171,disclosure,09/12/2024,05/12/2024,Compliant,2.1,SEBI,0.0,No
COMP202793,CL105691,AML,21/07/2024,19/07/2024,Compliant,1.33,Income_Tax,0.0,No
COMP202794,CL110274,KYC,25/09/2022,22/09/2022,Compliant,2.93,RBI,0.0,No
COMP202795,CL100316,KYC,14/05/2022,31/05/2022,Non_compliant,9.88,SEBI,30405.89,Yes
COMP202796,CL113716,KYC,30/05/2024,04/06/2024,Compliant,1.96,SEBI,0.0,No
COMP202797,CL110598,AML,12/06/2025,11/06/2025,Compliant,2.53,SEBI,0.0,No
COMP202798,CL101176,KYC,25/10/2022,20/10/2022,Compliant,3.14,SEBI,0.0,No
COMP202799,CL103292,tax_reporting,29/07/2024,,Pending,6.02,Income_Tax,0.0,Yes
COMP202800,CL119545,AML,23/08/2024,25/08/2024,Compliant,1.55,RBI,0.0,No
COMP202801,CL112202,AML,16/11/2022,20/11/2022,Compliant,3.47,RBI,0.0,No
